schedule_code,item_number,primary_name,substance,reason
PR-Sch3-Prescription,,p-Aminobenzene-sulphonamide,p-Aminobenzene-sulphonamide; its salts; derivatives of p-amino-benzene-sulphonamide having any of the hydrogen atoms of the p-amino group or of the sulphonamide group substituted by another radical; their salts; except when contained in ointments or surgical dressings or in preparations for the prevention and treatment of diseases in poultry,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,2'-Amino-2'-deoxykanamycin,2’-Amino-2’-deoxykanamycin; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,(±)-cis-2-amino-4-methyl-5-phenyl-2-oxazoline,(±)-cis-2-amino-4-methyl-5-phenyl-2-oxazoline,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Aminophylline,Aminophylline,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Amphomycin,Amphomycin; its salts; its esters; their salts,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Androgenic,"Androgenic, oestrogenic and progestational substances, the following: Derivatives of stilbene, dibenzyl or naphthalene with oestrogenic activity; their esters; their ethers; their salts Steroid compounds with androgenic or oestrogenic or progestational activity; their esters; their ethers; their salts",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Aprobarbitone,Aprobarbitone,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Aprotinin,Aprotinin,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Arteether,Arteether,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Astemizole p. 106 1999 Ed.] Poisons Rules [CAP. 234,"Astemizole p. 106 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Azidamphenicol,Azidamphenicol; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Barbituric acid,"Barbituric acid; its salts; derivatives of barbituric acid; their salts; compounds of barbituric acid; its salts; its derivatives, their salts, with any other substance",resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Benzamidosalicylic acid,Benzamidosalicylic acid; its salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Benzathine penicillin,Benzathine penicillin,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Benzoestrol,Benzoestrol,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,N-Benzoyl sulphanilamide,N-Benzoyl sulphanilamide,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Bimatoprost p. 108 1999 Ed.] Poisons Rules [CAP. 234,"Bimatoprost p. 108 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Boldenone undecenoate,Boldenone undecenoate,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Botulinum Toxin,"Botulinum Toxin, when contained in preparations intended for treatment of human ailments",resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Calcitonin,"Calcitonin, natural and synthetic",resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Calcium 5-alkyl-5-N-butyl-barbiturate,Calcium 5-alkyl-5-N-butyl-barbiturate,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Calcium carbimide,Calcium carbimide,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Calcium dobesilate,Calcium dobesilate,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Carbachol,Carbachol,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Carbidopa p. 110 1999 Ed.] Poisons Rules [CAP. 234,"Carbidopa p. 110 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Cephaloram,Cephaloram,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Cephalosporins,"Cephalosporins; its salts; its esters; their salts; that is to say, the antimicrobial substances containing in their chemical structure a fused dihydrothiazine β-lactam nucleus",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Cephaloxin,Cephaloxin,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Cephazolin,Cephazolin,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Chromomycin A,Chromomycin A; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Clostridiopeptidase A Clotiazepam,Clostridiopeptidase A Clotiazepam,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Colimycin,Colimycin; its salts; its esters; their salts,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Corticotrophins,"Corticotrophins, natural and synthetic",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Desfluorotriamcinolone,Desfluorotriamcinolone,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Diethanolamine fusidate,Diethanolamine fusidate,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Dihydrallazine,Dihydrallazine; its salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Dihydroartemisin,Dihydroartemisin,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,"3-(3, 4-Dihydroxyphenyl) alanine","3-(3, 4-Dihydroxyphenyl) alanine; its salts",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Dinitrocresols,"Dinitrocresols (DNOC); their compounds with a metal or a base, except preparations for use in agriculture or horticulture",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Dinitronaphthols,Dinitronaphthols,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Dinitrothymols,Dinitrothymols,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Dithienylallylamines,Dithienylallylamines; dithienyl-alkylallylamines; their salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Drosperinone,Drosperinone,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Drotrecogin alpha,Drotrecogin alpha,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Ergot,"Ergot, alkaloids of; whether hydrogenated or not; their homologues; their quarternary compounds; their esters; their salts",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Ergotoxine,Ergotoxine; its salts,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Ethebenecid p. 120 1999 Ed.] Poisons Rules [CAP. 234,"Ethebenecid p. 120 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Ethpropropazine,Ethpropropazine; its salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Ethylacetanilide,Ethylacetanilide,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,(±)-4-ethyl-2,"(±)-4-ethyl-2, 5-dimethoxy-∝-phenethylamine",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,"(±)-N-ethyl-∝-methyl-3,4-(methylenedioxy)phenethylamine","(±)-N-ethyl-∝-methyl-3,4-(methylenedioxy)phenethylamine",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Ethylnoradrenaline,Ethylnoradrenaline; its salts; when contained in aerosol dispensers,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Ethyloestrenol,Ethyloestrenol,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Ethylstibamine,Ethylstibamine,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Flavomycin,Flavomycin; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Fluanisone p. 122 1999 Ed.] Poisons Rules [CAP. 234,"Fluanisone p. 122 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Flugestone,Flugestone; its salts; its esters; their salts,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Flupenthixol,Flupenthixol; its salts; its esters; their salts,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Formosulphathiazole,Formosulphathiazole,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Gadopentetic acid,"Gadopentetic acid; its salts p. 124 1999 Ed.] Poisons Rules [CAP. 234, R 1",resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Gallamine,Gallamine; its salts; its quarternary compounds,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Glycopyrrolate,Glycopyrrolate,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Gramicidins,Gramicidins; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Hexobarbitone,Hexobarbitone; its salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Hexoestrol,Hexoestrol; its salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Human blood products,Human blood products; except when contained in diagnostic kits,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Hydrallazine,"Hydrallazine; its salts p. 126 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Hydrazines,"Hydrazines, benzyl, phenethyl and phenoxyethyl; their α-methyl derivatives; acyl derivatives of any of the foregoing substances comprised in this item; salts of any compounds comprised in this item",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Hydroxy-N,"Hydroxy-N, N-dimethyltryptamines; their esters or ethers; any salt of any substance falling within this item",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Isopyrin,Isopyrin,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Kanendomycin,Kanendomycin; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Loteprednol,Loteprednol; its salts,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Luteinising hormones,Luteinising hormones,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Lutropin alpha,Lutropin alpha,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Lypressin p. 130 1999 Ed.] Poisons Rules [CAP. 234,"Lypressin p. 130 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Menotrophine,Menotrophine,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Methallenoestril,Methallenoestril,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Methohexitone,Methohexitone; its salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Methoxsalen p. 132 1999 Ed.] Poisons Rules [CAP. 234,"Methoxsalen p. 132 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,2-methoxy-∝-methyl-4,"2-methoxy-∝-methyl-4, 5-(methylenedioxy)phenethylamine",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,5-methoxy-3,"5-methoxy-3, 4-methylene-dioxyamphetamine",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,p-Methoxy-∝-methylphenethylamine,p-Methoxy-∝-methylphenethylamine,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Methylaminoheptane,Methylaminoheptane; its salts; when contained in aerosol dispensers,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,"(±)-N-[∝−methyl-3,4-(methylenedioxy)phenethyl]hydroxylamine","(±)-N-[∝−methyl-3,4-(methylenedioxy)phenethyl]hydroxylamine",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Methylsulphonal,Methylsulphonal,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Mitomycins,Mitomycins; its salts; its esters; their salts,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Mustine,"Mustine and any other N-substituted derivatives of di-(2-chloroethyl) amine, their salts",resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Nitromin,Nitromin; its salts,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Nometasone,Nometasone; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Noramidopyrine,Noramidopyrine; its salts; noramidopyrine sulphonates; their salts,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Norelgestromin,Norelgestromin,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Oestriol,Oestriol; its salts; its esters and ethers; their salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Oestrogenic substances,"Oestrogenic substances, conjugated",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Oxpentifylline,Oxpentifylline,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Oxytocins,"Oxytocins, natural and synthetic",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Penethamate,Penethamate; its salts,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Penicillin,"Penicillin, any antimicrobial acid, any salt thereof, or any derivative which is obtained therefrom, which may be shown on chemical and physical examination to contain in its structure a fused thiazolidine β-lactam nucleus; their esters; their salts",resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Phenbenicillin,Phenbenicillin; its salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Phenetidylphenacetin,Phenetidylphenacetin; its salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,N-Phenylethyl anthranilic acid,N-Phenylethyl anthranilic acid,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,5-Phenylhydantoin,5-Phenylhydantoin; its alkyl and aryl derivatives; their salts,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Phenylmethyl barbituric acid,Phenylmethyl barbituric acid,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Phthalylsulphacetamide,Phthalylsulphacetamide,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Piperazine oestrone sulphate,Piperazine oestrone sulphate,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Pituitary gland,"Pituitary gland, the active principles of, other than corticotrophins, oxytocins and vasopressins; except when contained in inhalants or in preparations intended for external application only",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Poisonous venom,"Poisonous venom, animal origin",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Polymethylene-bistrimethylammonium salts,Polymethylene-bistrimethylammonium salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Polymyxins,Polymyxins; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Polyoestradiol,Polyoestradiol; its salts; its esters and ethers; their salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Prindolol,Prindolol,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Probenecid p. 142 1999 Ed.] Poisons Rules [CAP. 234,"Probenecid p. 142 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Procaine penicillin,Procaine penicillin,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Profenone,Profenone; its salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Prostaglandins,Prostaglandins,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Quinidine phenylethylbarbiturate,Quinidine phenylethylbarbiturate,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Radioactive iodine,"Radioactive iodine, salts of; when contained in preparations intended for the treatment of human ailments",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Ramipril p. 144 1999 Ed.] Poisons Rules [CAP. 234,"Ramipril p. 144 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Residronic acid,Residronic acid; its salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Rifamycins,"Rifamycins; its salts; its esters; their salts; that is to say, a group of related antimicrobial microlactans, either produced by the growth of streptomyces mediterranei or by modification of such products, and containing the chemical structure of 11-acetoxy-7, 9, 15-trihydroxy-13- methoxy-2, 6, 8, 10, 12-pentamethyl-pentadeca-2, 4, 14, trienoic acid amide, attached by the nitrogen atom and by the oxygen atom in the 15 position respectively to the 7 and 2-positions of a 5, 6, 9-trioxygenated 2, 4-dimethyl-1-oxonaphtho (2,1b) furan",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Salazosulphadimidine,Salazosulphadimidine,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Silver sulphadiazine,Silver sulphadiazine,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Simvastatin p. 146 1999 Ed.] Poisons Rules [CAP. 234,"Simvastatin p. 146 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sodium picosulphate,Sodium picosulphate,resolved to a UNII that no corpus page holds
PR-Sch3-Prescription,,Stilboestrol,Stilboestrol; its salts; its esters and ethers; their salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Succinylsulphathiazole,Succinylsulphathiazole,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sulphabromomethazine,Sulphabromomethazine,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sulphaguanidine,Sulphaguanidine,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sulphaloxic acid,Sulphaloxic acid,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sulphamethazine,Sulphamethazine,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sulphametopyrazine,Sulphametopyrazine,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sulphamonomethoxine,Sulphamonomethoxine,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sulphanilamide,Sulphanilamide,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sulphapyrazole,Sulphapyrazole,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sulphapyridine p. 148 1999 Ed.] Poisons Rules [CAP. 234,"Sulphapyridine p. 148 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sulphaquinoxaline,Sulphaquinoxaline,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sulphathiourea,Sulphathiourea,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sulphatolamide,Sulphatolamide,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sulphaurea,Sulphaurea,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Sulphomyxin,Sulphomyxin; its salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Suprarenal gland medulla,"Suprarenal gland medulla, the active principles of; their salts; except when contained in preparations intended for external application only or in inhalants",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,(except inhalants in aerosol dispensers,"(except inhalants in aerosol dispensers containing adrenaline or its salts), rectal preparations or preparations intended for use in the eye",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Tetracyclines,"Tetracyclines; its salts; its esters; their salts; that is to say, the antimicrobial substances containing the chemical structure naphthacene-2-carboxymide, hydrogenated to any extent and having each of the positions 1, 3, 10, 11 and 12 substituted by a hydroxyl or an oxo group",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Thymosin alpha 1,Thymosin alpha 1,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Treosulphan,Treosulphan,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Tribromethyl alcohol,Tribromethyl alcohol,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,"2, 2, 2-Trichloroethyl alcohol","2, 2, 2-Trichloroethyl alcohol, esters of; their salts",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Ureamycin,Ureamycin; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Vaccines,"Vaccines, sera, toxoids, antitoxoids, immunoglobulins and antigens for human administration",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Valdecoxib Valganciclovir,Valdecoxib Valganciclovir; its salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Valsartan p. 154 1999 Ed.] Poisons Rules [CAP. 234,"Valsartan p. 154 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Vasopressins,"Vasopressins, natural and synthetic",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Zolendronic acid,Zolendronic acid; its salts,no FDA UNII record for any name in the entry
PR-Sch6-Transport,,Arsenical poisons,Arsenical poisons,no FDA UNII record for any name in the entry
PR-Sch6-Transport,,Formetanate p. 160 1999 Ed.] Poisons Rules [CAP. 234,"Formetanate p. 160 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch6-Transport,,Monofluoroacetic acid,Monofluoroacetic acid; its salts,no FDA UNII record for any name in the entry
PR-Sch7-Colouring,,Arsenical poisons,Arsenical poisons,no FDA UNII record for any name in the entry
PR-Sch7-Colouring,,Fluoroacetamide,Fluoroacetamide; fluoroacetanilide,resolved to a UNII that no corpus page holds
PR-Sch7-Colouring,,Monofluoroacetic acid,Monofluoroacetic acid; its salts,no FDA UNII record for any name in the entry
