schedule_code,item_number,primary_name,substance,reason
MDA-Sch1-Part1-ClassA,11,"N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide","N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide (also known as N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-[(4-fluorophenyl)methyl]-1H-indazole-3-carboxamide or ADB-FUBINACA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,12,"N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide","N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide (also known as 5-Fluoro-ADB-PINACA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,13,"N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(5-fluoropentyl)-1H-indole-3-carboxamide","N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(5-fluoropentyl)-1H-indole-3-carboxamide (also known as 5-Fluoro-ADBICA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,13A,"N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(4-hydroxycyclohexylmethyl)-1H-indazole-3-carboxamide","N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(4-hydroxycyclohexylmethyl)-1H-indazole-3-carboxamide",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,13B,"N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(pent-4-en-1-yl)-1H-indazole-3-carboxamide","N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(pent-4-en-1-yl)-1H-indazole-3-carboxamide (also known as ADB-4en-PINACA, ADMB-4en-PINACA or ADB‑PENINACA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,14,"N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-pentyl-1H-indazole-3-carboxamide","N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-pentyl-1H-indazole-3-carboxamide (also known as ADB-PINACA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,15,"N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-pentyl-1H-indole-3-carboxamide","N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-pentyl-1H-indole-3-carboxamide (also known as ADBICA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,15A,"4-{3-[(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)carbamoyl]-1H-indazole-1-yl}butanoic acid","4-{3-[(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)carbamoyl]-1H-indazole-1-yl}butanoic acid",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,16,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-(5-chloropentyl)-1H-indazole-3-carboxamide,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-(5-chloropentyl)-1H-indazole-3-carboxamide (also known as 5-Chloro-AB-PINACA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,17,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide (also known as AB-CHMINACA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,18,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide (also known as N-[1-amino-3-methyl-1-oxobutan-2-yl]-1-[(4-fluorophenyl)methyl]-1H-indazole-3-carboxamide or AB-FUBINACA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,19,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-(4-fluorobenzyl)-1H-indole-3-carboxamide,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-(4-fluorobenzyl)-1H-indole-3-carboxamide (also known as AB-FUBICA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,20,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide (also known as 5-Fluoro-AB-PINACA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,21,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-pentyl-1H-indazole-3-carboxamide,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-pentyl-1H-indazole-3-carboxamide (also known as AB-PINACA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,22,N-(1-Amino-1-oxo-3-phenylpropan-2-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide,N-(1-Amino-1-oxo-3-phenylpropan-2-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide (also known as PX-3 or APP-CHMINACA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,23,N-(1-Amino-1-oxo-3-phenylpropan-2-yl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide,N-(1-Amino-1-oxo-3-phenylpropan-2-yl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide (also known as PX-2 or 5-Fluoro-APP-PINACA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,24,N-(1-Amino-1-oxo-3-phenylpropan-2-yl)-1-(5-fluoropentyl)-1H-indole-3-carboxamide,N-(1-Amino-1-oxo-3-phenylpropan-2-yl)-1-(5-fluoropentyl)-1H-indole-3-carboxamide (also known as PX-1 or 5-Fluoro-APP-PICA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,24A,2-[1-(Cyclohexylmethyl)-1H-indazole-3-carboxamido]-3-methylbutanoic acid,2-[1-(Cyclohexylmethyl)-1H-indazole-3-carboxamido]-3-methylbutanoic acid,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,25,Ethyl 2-[1-(4-fluorobenzyl)-1H-indazole-3-carboxamido]-3-methylbutanoate,Ethyl 2-[1-(4-fluorobenzyl)-1H-indazole-3-carboxamido]-3-methylbutanoate (also known as EMB-FUBINACA or AEB-FUBINACA or FUB-AEB),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,26,"Ethyl 2-[1-(5-fluoropentyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate","Ethyl 2-[1-(5-fluoropentyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate (also known as 5-Fluoro-EDMB-PINACA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,27,Ethyl 2-[1-(5-fluoropentyl)-1H-indazole-3-carboxamido]-3-methylbutanoate,Ethyl 2-[1-(5-fluoropentyl)-1H-indazole-3-carboxamido]-3-methylbutanoate (also known as 5-Fluoro-AEB or 5-Fluoro-EMB-PINACA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,28,"2-[1-(4-Fluorobenzyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoic acid","2-[1-(4-Fluorobenzyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoic acid",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,29,2-[1-(4-Fluorobenzyl)-1H-indazole-3-carboxamido]-3-methylbutanoic acid,2-[1-(4-Fluorobenzyl)-1H-indazole-3-carboxamido]-3-methylbutanoic acid,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,30,2-[1-(4-Fluorobenzyl)-1H-indole-3-carboxamido]-3-methylbutanoic acid,2-[1-(4-Fluorobenzyl)-1H-indole-3-carboxamido]-3-methylbutanoic acid,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,31,"2-[1-(4-Fluorobutyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoic acid","2-[1-(4-Fluorobutyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoic acid",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,31A,"2-[1-(4-Fluorobutyl)-1H-indole-3-carboxamido]-3,3-dimethylbutanoic acid","2-[1-(4-Fluorobutyl)-1H-indole-3-carboxamido]-3,3-dimethylbutanoic acid",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,32,5-Fluoropent-1-yl-N-naphthalen-1-yl-1H-indole-3-carboxamide,"5-Fluoropent-1-yl-N-naphthalen-1-yl-1H-indole-3-carboxamide (also known as CBM-2201, 5-Fluoro-NNEI, 5F-NNEI or MN-24F)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,33,1-(5-Fluoropentyl)-N-(2-phenylpropan-2-yl)-1H-indole-3-carboxamide,1-(5-Fluoropentyl)-N-(2-phenylpropan-2-yl)-1H-indole-3-carboxamide (also known as 5-Fluoro-cumyl-PICA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,34,"2-[1-(5-Fluoropentyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoic acid","2-[1-(5-Fluoropentyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoic acid",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,35,"2-[1-(5-Fluoropentyl)-1H-indole-3-carboxamido]-3,3-dimethylbutanoic acid","2-[1-(5-Fluoropentyl)-1H-indole-3-carboxamido]-3,3-dimethylbutanoic acid",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,36,2-[1-(5-Fluoropentyl)-1H-indazole-3-carboxamido]-3-methylbutanoic acid,2-[1-(5-Fluoropentyl)-1H-indazole-3-carboxamido]-3-methylbutanoic acid,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,36AA,2-[1-(5-Fluoropentyl)-1H-indole-3-carboxamido]-3-methylbutanoic acid,2-[1-(5-Fluoropentyl)-1H-indole-3-carboxamido]-3-methylbutanoic acid,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,36A,2-[1-(5-Fluoropentyl)-1H-indole-3-carboxamido]-3-phenylpropanoic acid,2-[1-(5-Fluoropentyl)-1H-indole-3-carboxamido]-3-phenylpropanoic acid,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,36B,1-(5-Hydroxypentyl)-N-(2-phenylpropan-2-yl)-1H-indazole-3-carboxamide,1-(5-Hydroxypentyl)-N-(2-phenylpropan-2-yl)-1H-indazole-3-carboxamide,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,36C,"Methyl 2-(1-butyl-1H-indazole-3-carboxamido)-3,3-dimethylbutanoate","Methyl 2-(1-butyl-1H-indazole-3-carboxamido)-3,3-dimethylbutanoate (also known as MDMB‑BUTINACA or MDMB-BINACA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,37,"Methyl 2-[1-(cyclohexylmethyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate","Methyl 2-[1-(cyclohexylmethyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate (also known as MDMB-CHMINACA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,38,Methyl 2-[1-(cyclohexylmethyl)-1H-indazole-3-carboxamido]-3-methylbutanoate,Methyl 2-[1-(cyclohexylmethyl)-1H-indazole-3-carboxamido]-3-methylbutanoate (also known as MA-CHMINACA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,39,"Methyl 2-[1-(cyclohexylmethyl)-1H-indole-3-carboxamido]-3,3-dimethylbutanoate","Methyl 2-[1-(cyclohexylmethyl)-1H-indole-3-carboxamido]-3,3-dimethylbutanoate (also known as Methyl N-{[1-(cyclohexylmethyl)-1H-indol-3-yl]carbonyl}-3-methyl-L-valinate or MDMB-CHMICA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,40,Methyl 2-[1-(cyclohexylmethyl)-1H-indole-3-carboxamido]-3-methylbutanoate,Methyl 2-[1-(cyclohexylmethyl)-1H-indole-3-carboxamido]-3-methylbutanoate (also known as MMB-CHMICA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,41,"Methyl 3,3-dimethyl-2-[1-(pent-4-en-1-yl)-1H-indazole-3-carboxamido]butanoate","Methyl 3,3-dimethyl-2-[1-(pent-4-en-1-yl)-1H-indazole-3-carboxamido]butanoate (also known as MDMB-4en-PINACA or MDMB-PINACA N1-pentyl-4-en isomer or MDMB(N)-022)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,42,"Methyl 2-[1-(4-fluorobenzyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate","Methyl 2-[1-(4-fluorobenzyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate (also known as MDMB-FUBINACA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,43,Methyl 2-[1-(4-fluorobenzyl)-1H-indazole-3-carboxamido]-3-methylbutanoate,Methyl 2-[1-(4-fluorobenzyl)-1H-indazole-3-carboxamido]-3-methylbutanoate (also known as Methyl 2-({1-[(4-fluorophenyl) methyl]-1H-indazole-3-carbonyl}amino)-3-methylbutanoate or MMB-FUBINACA or AMB-FUBINACA or FUB‑AMB),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,44,Methyl 2-[1-(4-fluorobenzyl)-1H-indole-3-carboxamido]-3-methylbutanoate,Methyl 2-[1-(4-fluorobenzyl)-1H-indole-3-carboxamido]-3-methylbutanoate (also known as MMB-FUBICA or AMB-FUBICA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,45,"Methyl 2-[1-(4-fluorobutyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate","Methyl 2-[1-(4-fluorobutyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate (also known as Methyl 2-{[1-(4-fluorobutyl)-1H-indazole-3-carbonyl]amino}-3,3-dimethylbutanoate, 4F-MDMB-BINACA, 4F-MDMB-BUTINACA or 4-Fluoro-MDMB-BINACA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,46,"Methyl 2-[1-(5-fluoropentyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate","Methyl 2-[1-(5-fluoropentyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate (also known as 5-Fluoro-MDMB-PINACA or 5‑Fluoro-ADB)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,47,Methyl 2-[1-(5-fluoropentyl)-1H-indazole-3-carboxamido]-3-methylbutanoate,"Methyl 2-[1-(5-fluoropentyl)-1H-indazole-3-carboxamido]-3-methylbutanoate (also known as Methyl 2-{[1-(5-fluoropentyl)-1H-indazole-3-carbonyl]amino}-3-methylbutanoate, 5F-AMP, 5-Fluoro-AMP, 5F-MMB-PINACA, 5F-AMB-PINACA, 5-Fluoro-AMB or 5‑Fluoro-MMB-PINACA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,48,"Methyl 2-[1-(5-fluoropentyl)-1H-indole-3-carboxamido]-3,3-dimethylbutanoate","Methyl 2-[1-(5-fluoropentyl)-1H-indole-3-carboxamido]-3,3-dimethylbutanoate (also known as Methyl 2-{[1-(5-fluoropentyl)-1H-indole-3-carbonyl]amino}-3,3-dimethylbutanoate, 5F-MDMB-PICA, 5F-MDMB-2201, 5-Fluoro-MDMB-2201 or 5-Fluoro-MDMB-PICA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,49,Methyl 2-[1-(5-fluoropentyl)-1H-indole-3-carboxamido]-3-phenylpropanoate,Methyl 2-[1-(5-fluoropentyl)-1H-indole-3-carboxamido]-3-phenylpropanoate (also known as 5-Fluoro-MPP-PICA or 5-Fluoro-MPhP-PICA or MPHP-2201),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,50,"Methyl 2-[1-(4-hydroxybutyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate","Methyl 2-[1-(4-hydroxybutyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,51,"Methyl 2-[1-(5-hydroxypentyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate","Methyl 2-[1-(5-hydroxypentyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,51A,Methyl 2-[1-(5-hydroxypentyl)-1H-indole-3-carboxamido]-3-phenylpropanoate,Methyl 2-[1-(5-hydroxypentyl)-1H-indole-3-carboxamido]-3-phenylpropanoate,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,52,N-(1-Methyl-1-phenylethyl)-1-(4-cyanobutyl)-1H-indazole-3-carboxamide,N-(1-Methyl-1-phenylethyl)-1-(4-cyanobutyl)-1H-indazole-3-carboxamide (also known as 1-(4-Cyanobutyl)-N-(2-phenylpropan-2-yl)-1H-indazole-3-carboxamide or Cumyl-4CN-BINACA or 4-Cyano cumyl-butinaca or SGT-78),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,53,"N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-butyl-1H-indazole-3-carboxamide","N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-butyl-1H-indazole-3-carboxamide (also known as 2-[(1-Butyl-1H-indazol-3-yl) formamido]-3,3-dimethylbutanamide or ADB-BUTINACA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,54,1-Pentyl-N-(2-phenylpropan-2-yl)-1H-indole-3-carboxamide,1-Pentyl-N-(2-phenylpropan-2-yl)-1H-indole-3-carboxamide (also known as Cumyl-PICA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,54A,4-{3-[(1-Adamantyl)carbamoyl]-1H-indazole-1-yl}butanoic acid,4-{3-[(1-Adamantyl)carbamoyl]-1H-indazole-1-yl}butanoic acid,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,55,5-{3-[(1-Adamantyl)carbamoyl]-1H-indazole-1-yl}pentanoic acid,5-{3-[(1-Adamantyl)carbamoyl]-1H-indazole-1-yl}pentanoic acid,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,56,"5-{3-[(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)carbamoyl]-1H-indazole-1-yl}pentanoic acid","5-{3-[(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)carbamoyl]-1H-indazole-1-yl}pentanoic acid",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,57,"5-{3-[(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)carbamoyl]-1H-indole-1-yl}pentanoic acid","5-{3-[(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)carbamoyl]-1H-indole-1-yl}pentanoic acid",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,58,5-{3-[(1-Amino-3-methyl-1-oxobutan-2-yl)carbamoyl]-1H-indazole-1-yl}pentanoic acid,5-{3-[(1-Amino-3-methyl-1-oxobutan-2-yl)carbamoyl]-1H-indazole-1-yl}pentanoic acid,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,59,4-{3-[(2-Phenylpropan-2-yl)carbamoyl]-1H-indazole-1-yl}butanoic acid,4-{3-[(2-Phenylpropan-2-yl)carbamoyl]-1H-indazole-1-yl}butanoic acid,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,60,"2-[1-(Pent-4-en-1-yl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoic acid","2-[1-(Pent-4-en-1-yl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoic acid",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,61,"2-[1-(4,5-Dihydroxypentyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoic acid","2-[1-(4,5-Dihydroxypentyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoic acid",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,62,"2-(1-Butyl-1H-indazole-3-carboxamido)-3,3-dimethylbutanoic acid","2-(1-Butyl-1H-indazole-3-carboxamido)-3,3-dimethylbutanoic acid",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,63,"N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(4-hydroxybutyl)-1H-indazole-3-carboxamide","N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(4-hydroxybutyl)-1H-indazole-3-carboxamide",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,64,5-{3-[(2-Phenylpropan-2-yl)carbamoyl]-1H-indol-1-yl}pentanoic acid,5-{3-[(2-Phenylpropan-2-yl)carbamoyl]-1H-indol-1-yl}pentanoic acid,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,65,1-(5-Fluoropentyl)-N-(2-phenylpropan-2-yl)-1H-indazole-3-carboxamide,1-(5-Fluoropentyl)-N-(2-phenylpropan-2-yl)-1H-indazole-3-carboxamide (also known as 5-Fluoro-cumyl-PINACA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,66,Ethyl 2-[1-(5-fluoropentyl)-1H-indole-3-carboxamido]-3-methylbutanoate,Ethyl 2-[1-(5-fluoropentyl)-1H-indole-3-carboxamido]-3-methylbutanoate (also known as 5-Fluoro-EMB-PICA or EMB-2201),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,67,"Methyl 2-[1-(4-fluorobutyl)-1H-indole-3-carboxamido]-3,3-dimethylbutanoate","Methyl 2-[1-(4-fluorobutyl)-1H-indole-3-carboxamido]-3,3-dimethylbutanoate (also known as Methyl 2-{[1-(4-fluorobutyl)-1H-indole-3-carbonyl]amino}-3,3-dimethylbutanoate, 4F-MDMB-BICA, 4F-MDMB-BUTICA or 4-Fluoro-MDMB-BUTICA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,1,Naphthalen-1-yl 1-(5-fluoropentyl)-1H-indazole-3-carboxylate,Naphthalen-1-yl 1-(5-fluoropentyl)-1H-indazole-3-carboxylate (also known as 5-Fluoro-SDB-005),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,2,Naphthalen-1-yl 1-(5-fluoropentyl)-1H-indole-3-carboxylate,Naphthalen-1-yl 1-(5-fluoropentyl)-1H-indole-3-carboxylate (also known as NM-2201 or CBL-2201),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,3,Naphthalen-1-yl 1-pentyl-1H-indazole-3-carboxylate,Naphthalen-1-yl 1-pentyl-1H-indazole-3-carboxylate (also known as SDB-005),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,4,Quinolin-8-yl 1-(cyclohexylmethyl)-1H-indole-3-carboxylate,Quinolin-8-yl 1-(cyclohexylmethyl)-1H-indole-3-carboxylate (also known as BB-22 or QUCHIC),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,5,Quinolin-8-yl 1-(5-fluoropentyl)-1H-indole-3-carboxylate,Quinolin-8-yl 1-(5-fluoropentyl)-1H-indole-3-carboxylate (also known as 5-Fluoro-PB-22 or 5-Fluoro-QUPIC),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,6,Quinolin-8-yl 1-pentyl-1H-indole-3-carboxylate,Quinolin-8-yl 1-pentyl-1H-indole-3-carboxylate (also known as PB‑22 or QUPIC),resolved to a UNII that no corpus page holds
MDA-Sch1-Part3-ClassC,1A,Butyl 1-(1-phenylethyl)-1H-imidazole-5-carboxylate,"Butyl 1-(1-phenylethyl)-1H-imidazole-5-carboxylate (also known as butomidate) and its butyl structural isomers (namely isobutomidate, sec-butomidate and tert-butomidate)",no FDA UNII record for any name in the entry
MDA-Sch1-Part3-ClassC,1A,Isopropyl 1-(1-phenylethyl)-1H-imidazole-5-carboxylate,Isopropyl 1-(1-phenylethyl)-1H-imidazole-5-carboxylate (also known as isopropoxate),resolved to a UNII that no corpus page holds
MDA-Sch1-Part3-ClassC,1A,"2,2,2-Trifluoroethyl 1-(1-phenylethyl)-1H-imidazole-5-carboxylate","2,2,2-Trifluoroethyl 1-(1-phenylethyl)-1H-imidazole-5-carboxylate (also known as trifluoro-etomidate or TF-etomidate)",no FDA UNII record for any name in the entry
MDA-Sch4-Specified,2C,Cannabinol derivatives as defined in Part 4 of the First Schedule,Cannabinol derivatives as defined in Part 4 of the First Schedule,no FDA UNII record for any name in the entry
MDA-Sch4-Specified,8,Monoacetylmorphine,Monoacetylmorphine,resolved to a UNII that no corpus page holds
MDA-Sch4-Specified,11,Norketamine,Norketamine and its dehydro derivatives,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,prepared either from natural sources or artificially,"prepared either from natural sources or artificially; when contained as such in any preparation, solution, admixture, or natural substance",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Acetyl-alpha-methylfentanyl,Acetyl-alpha-methylfentanyl,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Acetylstrophanthidin,Acetylstrophanthidin,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Actinomycins,Actinomycins; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Adreno-corticotrophic hormone,Adreno-corticotrophic hormone (ACTH),no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Alfuzosine,Alfuzosine; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Allylisopropylacetylurea,Allylisopropylacetylurea,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Ambutonium,Ambutonium; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Amino-alcohols esterified with benzoic acid,"Amino-alcohols esterified with benzoic acid, phenylacetic acid, phenylpropionic acid, cinnamic acid or the derivatives of these acids; their salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,p-Aminobenzene sulphonamide,"p-Aminobenzene sulphonamide, its salts; derivatives of p-aminobenzene sulphonamide having any of the hydrogen atoms of the p-amino group or of the sulphonamide group substituted by another radical; their salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,2'-Amino-2'-deoxy kanamycin,2’-Amino-2’-deoxy kanamycin; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,(±)-cis-2-amino-4-methyl-5 phenyl-2-oxazoline,(±)-cis-2-amino-4-methyl-5 phenyl-2-oxazoline,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Aminophylline,Aminophylline,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Amphomycin,Amphomycin; its salts; its esters; their salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Amygdalin,Amygdalin,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Androgenic,"Androgenic, oestrogenic and progestational substances, the following: Derivatives of stilbene, dibenzyl or naphthalene with oestrogenic activity; their esters; their ethers; their salts Steroid compounds with androgenic or oestrogenic or progestational activity; their esters; their ethers; their salts",no FDA UNII record for any name in the entry
