page_a,page_b,rule,action,evidence
K1:2A9D34A16M,K1:79Y1949PYO,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""Aurothioglycanide"",""b"":""Gold"",""origin"":""suspected-nominal:gold"",""reason"":""Aurothioglycanide and Gold carry different metal centres (none against Au).""}"
HOLD:existing:halobetasol,K1:9P6159HM7T,CONFLICT-UNII-VS-STRUCTURE,remainder,"{""a"":""Halobetasol"",""b"":""HALOBETASOL"",""inchikey_a"":""BDSYKGHYMJNPAB-LICBFIPMSA-N"",""inchikey_b"":""LEHFPXVYPMWYQD-XHIJKXOTSA-N"",""origin"":""suspected-nominal:halobetasol"",""unii"":""9P6159HM7T""}"
K1:45P3261C7T,K1:BQN1B9B9HA,UNRESOLVED,remainder,"{""a"":""Sodium Carbonate"",""b"":""Potassium Carbonate"",""gsrs_relationship"":null,""origin"":""suspected-nominal:carbonate""}"
K1:45P3261C7T,K1:H0G9379FGK,UNRESOLVED,remainder,"{""a"":""Sodium Carbonate"",""b"":""Calcium Carbonate"",""gsrs_relationship"":null,""origin"":""suspected-nominal:carbonate""}"
K1:F6A27P4Q4R,K1:HIW548RQ3W,R6-GSRS-SALT-UNCONFIRMED,remainder,"{""a"":""Selenious Acid"",""b"":""SODIUM SELENITE"",""origin"":""suspected-nominal:selenite"",""relationship"":""target_is_salt""}"
K1:4VBL71TY4Y,K1:65UEH262IS,UNRESOLVED,remainder,"{""a"":""Safflower"",""b"":""Safflower Oil"",""gsrs_relationship"":null,""origin"":""suspected-nominal:safflower""}"
K1:09Q5UV3747,K1:9AMX4Q13CC,EXCEPTION-ESTER,keep_separate,"{""a"":""Segesterone"",""b"":""SEGESTERONE ACETATE"",""origin"":""suspected-nominal:segesterone"",""reason"":""SEGESTERONE ACETATE is a covalent ester of Segesterone; \u00a73.2 keeps an ester on its own page.""}"
K1:HXP39D7U81,K1:POY4SKT67X,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""Iometin (125i)"",""b"":""Iometin (131i)"",""origin"":""suspected-nominal:iometin"",""reason"":""Iometin (125i) and Iometin (131i) differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:EN8XKG133D,K2:HZQRATOABKBXJZ-STTLGUQMSA-N,CONFLICT-UNII-VS-STRUCTURE,remainder,"{""a"":""Nisin"",""b"":""NISIN"",""inchikey_a"":""NVNLLIYOARQCIX-GSJOZIGCSA-N"",""inchikey_b"":""HZQRATOABKBXJZ-STTLGUQMSA-N"",""origin"":""suspected-nominal:nisin"",""unii"":""EN8XKG133D""}"
K1:8KK1UTR6IF,K1:K848JZ4886,UNRESOLVED,remainder,"{""a"":""2-(((2R)-2-AMINO-2-CARBOXYETHYL)THIO)BUTANEDIOIC Acid 2-METHYL Ester"",""b"":""Cysteine"",""gsrs_relationship"":null,""origin"":""suspected-nominal:cysteine""}"
HOLD:existing:lactitol,K1:L2B0WJF7ZY,CONFLICT-UNII-VS-STRUCTURE,remainder,"{""a"":""Lactitol"",""b"":""Lactitol"",""inchikey_a"":""JCQLYHFGKNRPGE-FCVZTGTOSA-N"",""inchikey_b"":""VQHSOMBJVWLPSR-JVCRWLNRSA-N"",""origin"":""suspected-nominal:lactitol"",""unii"":""L2B0WJF7ZY""}"
K1:DB7AK6G4U9,K2:XLXSAKCOAKORKW-AQJXLSMYSA-N,UNRESOLVED,remainder,"{""a"":""(10-GLYCINE)GONADORELIN"",""b"":""Gonadorelin"",""gsrs_relationship"":null,""origin"":""suspected-nominal:gonadorelin""}"
K1:4YGF4PQP49,K1:I24X278AP1,UNRESOLVED,remainder,"{""a"":""Gamma-Terpinene"",""b"":""ALPHA-TERPINENE"",""gsrs_relationship"":null,""origin"":""suspected-nominal:terpinene""}"
K1:781E2AXH0K,K1:U1B11I423Z,R4-SAME-NAME-DIFFERENT-SKELETON,disambiguate,"{""a"":""FERROUS GLUCONATE ANHYDROUS"",""b"":""Ferrous Gluconate"",""normalised"":""ferrous"",""origin"":""suspected-nominal:ferrous gluconate"",""skeleton_a"":""VRIVJOXICYMTAG"",""skeleton_b"":""OKGNXSFAYMSVNN""}"
K1:3Z252A2K9G,K1:66YXD4DKO9,UNRESOLVED,remainder,"{""a"":""Almond"",""b"":""Almond Oil"",""gsrs_relationship"":null,""origin"":""suspected-nominal:almond""}"
K1:4LJK511Z86,K1:CH46OC8YV4,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""Gallium (67ga) citrate"",""b"":""Gallium"",""origin"":""suspected-nominal:gallium"",""reason"":""Gallium (67ga) citrate and Gallium differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:3PQR2YON9T,K1:SST9XCL51M,R2-SAME-STRUCTURE-DIFFERENT-UNII,keep_separate,"{""a"":""Oryzanol A"",""b"":""Gamma Oryzanol"",""inchikey"":""FODTZLFLDFKIQH-FSVGXZBPSA-N"",""origin"":""suspected-nominal:oryzanol"",""unii_a"":""3PQR2YON9T"",""unii_b"":""SST9XCL51M""}"
K1:FR26FSV5EZ,K1:XPI95TLO4O,EXCEPTION-ESTER,keep_separate,"{""a"":""OSATERONE ACETATE"",""b"":""Osaterone"",""origin"":""suspected-nominal:osaterone"",""reason"":""OSATERONE ACETATE is a covalent ester of Osaterone; \u00a73.2 keeps an ester on its own page.""}"
K1:6326W0DRHY,K4:tetradecyl,UNRESOLVED,remainder,"{""a"":""Tetradecyl Hydrogen Sulfate (ESTER)"",""b"":""Sodium Tetradecyl"",""gsrs_relationship"":null,""origin"":""suspected-nominal:tetradecyl""}"
K1:7PO7G8PA8M,K1:ZAD9OKH9JC,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Ethyl Docosahexaenoate"",""b"":""Doconexent"",""origin"":""suspected-nominal:doconexent"",""relationship"":""target_is_active_moiety""}"
K1:55X04QC32I,K1:WZH3C48M4T,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""SODIUM HYDROXIDE"",""b"":""POTASSIUM HYDROXIDE"",""origin"":""suspected-nominal:hydroxide"",""reason"":""SODIUM HYDROXIDE and POTASSIUM HYDROXIDE carry different metal centres (Na against K).""}"
K1:55X04QC32I,K1:PF5DZW74VN,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""SODIUM HYDROXIDE"",""b"":""Calcium Hydroxide"",""origin"":""suspected-nominal:hydroxide"",""reason"":""SODIUM HYDROXIDE and Calcium Hydroxide carry different metal centres (Na against Ca).""}"
HOLD:existing:paramethasone,K1:VFC6ZX3584,CONFLICT-UNII-VS-STRUCTURE,remainder,"{""a"":""Paramethasone"",""b"":""PARAMETHASONE"",""inchikey_a"":""HYRKAAMZBDSJFJ-LFDBJOOHSA-N"",""inchikey_b"":""MKPDWECBUAZOHP-AFYJWTTESA-N"",""origin"":""suspected-nominal:paramethasone"",""unii"":""VFC6ZX3584""}"
K1:A4028U842W,K1:D60E3WIF5Y,UNRESOLVED,remainder,"{""a"":""Fibrinolysin"",""b"":""Fibrinolysin (human)"",""gsrs_relationship"":null,""origin"":""suspected-nominal:fibrinolysin""}"
HOLD:existing:iobenguane-sulfate-i-123,K1:P2TH1XYZ84,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""Iobenguane Sulfate I-123"",""b"":""Iobenguane I-123"",""origin"":""suspected-nominal:iobenguane i 123"",""reason"":""Iobenguane Sulfate I-123 and Iobenguane I-123 differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:GW89581OWR,K1:ZRW631PTZD,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""Ferrous Cation"",""b"":""FERROUS TARTRATE"",""origin"":""suspected-nominal:ferrous"",""reason"":""Ferrous Cation and FERROUS TARTRATE carry different metal centres (Fe against none).""}"
K1:33KM3X4QQW,K1:GW89581OWR,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""FERROUS CITRATE"",""b"":""Ferrous Cation"",""origin"":""suspected-nominal:ferrous"",""reason"":""FERROUS CITRATE and Ferrous Cation carry different metal centres (none against Fe).""}"
K1:GW89581OWR,K1:R5L488RY0Q,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""Ferrous Cation"",""b"":""Ferrous Fumarate"",""origin"":""suspected-nominal:ferrous"",""reason"":""Ferrous Cation and Ferrous Fumarate carry different metal centres (Fe against none).""}"
K1:39R4TAN1VT,K1:GW89581OWR,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""Ferrous Sulfate"",""b"":""Ferrous Cation"",""origin"":""suspected-nominal:ferrous"",""reason"":""Ferrous Sulfate and Ferrous Cation carry different metal centres (none against Fe).""}"
K1:FIZ06U7B2G,K1:GW89581OWR,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""SODIUM FERROUS CITRATE"",""b"":""Ferrous Cation"",""origin"":""suspected-nominal:ferrous"",""reason"":""SODIUM FERROUS CITRATE and Ferrous Cation carry different metal centres (none against Fe).""}"
K1:818ZYK7N91,K1:GW89581OWR,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""FERROUS SUCCINATE"",""b"":""Ferrous Cation"",""origin"":""suspected-nominal:ferrous"",""reason"":""FERROUS SUCCINATE and Ferrous Cation carry different metal centres (none against Fe).""}"
K1:D07L04MRWI,K1:GW89581OWR,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""Ferrous Phosphate"",""b"":""Ferrous Cation"",""origin"":""suspected-nominal:ferrous"",""reason"":""Ferrous Phosphate and Ferrous Cation carry different metal centres (none against Fe).""}"
K1:7UJQ5OPE7D,K1:8MDF5V39QO,UNRESOLVED,remainder,"{""a"":""Carbonate Ion"",""b"":""Sodium Bicarbonate"",""gsrs_relationship"":null,""origin"":""suspected-nominal:bicarbonate""}"
K1:7UJQ5OPE7D,K1:HM5Z15LEBN,UNRESOLVED,remainder,"{""a"":""Carbonate Ion"",""b"":""Potassium Bicarbonate"",""gsrs_relationship"":null,""origin"":""suspected-nominal:bicarbonate""}"
HOLD:existing:alclometasone,K1:136H45TB7B,CONFLICT-UNII-VS-STRUCTURE,remainder,"{""a"":""Alclometasone"",""b"":""ALCLOMETASONE"",""inchikey_a"":""DJHCCTTVDRAMEH-DUUJBDRPSA-N"",""inchikey_b"":""FJXOGVLKCZQRDN-PHCHRAKRSA-N"",""origin"":""suspected-nominal:alclometasone"",""unii"":""136H45TB7B""}"
K1:4J9FJ0HL51,K1:KH7I04HPUU,UNRESOLVED,remainder,"{""a"":""Potassium Phosphate, Monobasic"",""b"":""Sodium Phosphate, Monobasic"",""gsrs_relationship"":null,""origin"":""suspected-nominal:monobasic""}"
K1:KH7I04HPUU,K4:monobasic,UNRESOLVED,remainder,"{""a"":""Sodium Phosphate, Monobasic"",""b"":""Monobasic"",""gsrs_relationship"":null,""origin"":""suspected-nominal:monobasic""}"
K1:438HCF2X0M,K1:L7CHH2B2J0,UNRESOLVED,remainder,"{""a"":""Defibrotide (BOVINE)"",""b"":""DEFIBROTIDE SODIUM"",""gsrs_relationship"":null,""origin"":""suspected-nominal:defibrotide""}"
K1:35MRW7B4AD,K1:Q461L7AK4R,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""IOBENGUANE"",""b"":""Iobenguane (131i)"",""origin"":""suspected-nominal:iobenguane"",""reason"":""IOBENGUANE and Iobenguane (131i) differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:4071IF7E93,K1:8406EY2OQA,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Descobalt Cobalamin"",""b"":""COBALAMIN"",""origin"":""suspected-nominal:cobalamin"",""relationship"":""target_is_active_moiety""}"
K1:4YR0DGU31K,K2:UXIGWFXRQKWHHA-RZILPFQRSA-N,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""Iothalamic Acid I-131"",""b"":""Sodium iotalamate (125i)"",""origin"":""suspected-nominal:iotalamate"",""reason"":""Iothalamic Acid I-131 and Sodium iotalamate (125i) differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:1BJ477IO2L,K1:SMG09YI7I8,UNRESOLVED,remainder,"{""a"":""Gadobutrol"",""b"":""Butrol"",""gsrs_relationship"":null,""origin"":""suspected-nominal:gadobutrol""}"
K1:752SY38R6C,K1:9PHQ9Y1OLM,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Prednisolone 21-PHOSPHATE"",""b"":""Prednisolone"",""origin"":""suspected-nominal:prednisolone"",""relationship"":""target_is_active_moiety""}"
K1:8B2807733D,K1:9PHQ9Y1OLM,EXCEPTION-ESTER,keep_separate,"{""a"":""PREDNISOLONE ACETATE"",""b"":""Prednisolone"",""origin"":""suspected-nominal:prednisolone"",""reason"":""PREDNISOLONE ACETATE is a covalent ester of Prednisolone; \u00a73.2 keeps an ester on its own page.""}"
K1:9JH486CZ13,K1:CI0NE7C96T,R4-SAME-NAME-DIFFERENT-SKELETON,disambiguate,"{""a"":""MOLIDUSTAT"",""b"":""MOLIDUSTAT SODIUM"",""normalised"":""molidustat"",""origin"":""suspected-nominal:molidustat"",""skeleton_a"":""IJMBOKOTALXLKS"",""skeleton_b"":""NTIRTFLRBFAPSX""}"
K1:4E862E7GRQ,K1:O352864B8Z,R6-GSRS-SALT-UNCONFIRMED,remainder,"{""a"":""Pyrophosphoric Acid"",""b"":""SODIUM PYROPHOSPHATE"",""origin"":""suspected-nominal:pyrophosphate"",""relationship"":""target_is_salt""}"
K1:4OI8D3YOH1,K1:T57XQ6TH2A,UNRESOLVED,remainder,"{""a"":""Metasilicic Acid"",""b"":""Calcium Metasilicate"",""gsrs_relationship"":null,""origin"":""suspected-nominal:silicate""}"
K1:4OI8D3YOH1,K1:S4255P4G5M,UNRESOLVED,remainder,"{""a"":""Metasilicic Acid"",""b"":""Calcium Silicate"",""gsrs_relationship"":null,""origin"":""suspected-nominal:silicate""}"
K1:4OI8D3YOH1,K1:55R0S6LC84,UNRESOLVED,remainder,"{""a"":""Metasilicic Acid"",""b"":""Potassium Orthosilicate"",""gsrs_relationship"":null,""origin"":""suspected-nominal:silicate""}"
K1:2421HMY9N6,K1:5L5GE3DV88,R4-SAME-NAME-DIFFERENT-SKELETON,disambiguate,"{""a"":""TRICIRIBINE"",""b"":""Triciribine Phosphate"",""normalised"":""triciribine"",""origin"":""suspected-nominal:triciribine"",""skeleton_a"":""HOGVTUZUJGHKPL"",""skeleton_b"":""URLYINUFLXOMHP""}"
K1:2711I21VE5,K2:LRBQNJMCXXYXIU-PPKXGCFTSA-N,R1-IDENTICAL-UNII,merge,"{""a"":""Tannic Acid (QUERCUS Infectoria NUTGALL)"",""b"":""TANNIC ACID"",""origin"":""suspected-nominal:tannic acid"",""survivor"":""K1:2711I21VE5"",""unii"":""2711I21VE5"",""unii_source_a"":""page-key"",""unii_source_b"":""page-field""}"
K1:7S5I7G3JQL,K1:K7V8P532WP,R4-SAME-NAME-DIFFERENT-SKELETON,disambiguate,"{""a"":""Dexamethasone"",""b"":""Dexamethasone Acetate Anhydrous"",""normalised"":""dexamethasone"",""origin"":""suspected-nominal:dexamethasone"",""skeleton_a"":""UREBDLICKHMUKA"",""skeleton_b"":""AKUJBENLRBOFTD""}"
K1:7YNJ3PO35Z,K2:FNWVPWJMPKZALM-UHFFFAOYSA-B,UNRESOLVED,remainder,"{""a"":""Hydrogen"",""b"":""POTASSIUM SODIUM HYDROGEN CITRATE ANHYDROUS"",""gsrs_relationship"":null,""origin"":""suspected-nominal:hydrogen""}"
K1:7YNJ3PO35Z,K1:X6T6YN87SU,UNRESOLVED,remainder,"{""a"":""Hydrogen"",""b"":""POTASSIUM SODIUM HYDROGEN CITRATE"",""gsrs_relationship"":null,""origin"":""suspected-nominal:hydrogen""}"
K1:789U1901C5,K1:E9FOJND1LV,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""Copper"",""b"":""(3,5-DIIODOSALICYLATO)(5-NITRO-8-QUINOLINOLATO)-, Copper"",""origin"":""suspected-nominal:copper"",""reason"":""Copper and (3,5-DIIODOSALICYLATO)(5-NITRO-8-QUINOLINOLATO)-, Copper carry different metal centres (Cu against none).""}"
K1:2R04ONI662,K1:S546YLW6E6,UNRESOLVED,remainder,"{""a"":""Eucalyptus Globulus Leaf Oil"",""b"":""Eucalyptus Globulus Leaf"",""gsrs_relationship"":null,""origin"":""suspected-nominal:eucalyptus globulus leaf""}"
K1:185M5I2ZZN,K1:4A5OM7PI18,R5-SAME-NAME-NO-STRUCTURE,review,"{""a"":""TOLEVAMER SODIUM"",""b"":""TOLEVAMER POTASSIUM SODIUM"",""normalised"":""tolevamer"",""origin"":""suspected-nominal:tolevamer""}"
K1:59CF90960T,K2:AQTNUGRRZDRZIA-UHFFFAOYSA-N,UNRESOLVED,remainder,"{""a"":""LYS-006"",""b"":""CPD 22"",""gsrs_relationship"":null,""origin"":""suspected-nominal:cpd 22""}"
HOLD:existing:beclomethasone,K1:KGZ1SLC28Z,CONFLICT-UNII-VS-STRUCTURE,remainder,"{""a"":""Beclometasone"",""b"":""Beclometasone"",""inchikey_a"":""KUVIULQEHSCUHY-XYWKZLDCSA-N"",""inchikey_b"":""NBMKJKDGKREAPL-DVTGEIKXSA-N"",""origin"":""suspected-nominal:beclometasone"",""unii"":""KGZ1SLC28Z""}"
K1:Q3PW846TYN,K2:GPMTWAPXRJMXCC-UHFFFAOYSA-N,UNRESOLVED,remainder,"{""a"":""PF-3845"",""b"":""CPD 10"",""gsrs_relationship"":null,""origin"":""suspected-nominal:cpd 10""}"
K1:93X55PE38X,K1:TPY09G7XIR,R4-SAME-NAME-DIFFERENT-SKELETON,disambiguate,"{""a"":""FLUORESCEIN SODIUM"",""b"":""Fluorescein"",""normalised"":""fluorescein"",""origin"":""suspected-nominal:fluorescein"",""skeleton_a"":""YKGGGCXBWXHKIZ"",""skeleton_b"":""GNBHRKFJIUUOQI""}"
HOLD:existing:pregnenolone,K1:73R90F7MQ8,CONFLICT-UNII-VS-STRUCTURE,remainder,"{""a"":""Pregnenolone"",""b"":""PREGNENOLONE"",""inchikey_a"":""OZZAYJQNMKMUSD-DMISRAGPSA-N"",""inchikey_b"":""ORNBQBCIOKFOEO-QGVNFLHTSA-N"",""origin"":""suspected-nominal:pregnenolone"",""unii"":""73R90F7MQ8""}"
K1:276897E67U,K1:P2Y1C6M9PS,UNRESOLVED,remainder,"{""a"":""Potassium LACTATE, DL-"",""b"":""Sodium LACTATE, L-"",""gsrs_relationship"":null,""origin"":""suspected-nominal:lactate""}"
K1:2URQ2N32W3,K1:P2Y1C6M9PS,UNRESOLVED,remainder,"{""a"":""Calcium Lactate"",""b"":""Sodium LACTATE, L-"",""gsrs_relationship"":null,""origin"":""suspected-nominal:lactate""}"
K1:UXG268Q86R,K2:JSRSZGUKOAXAJV-MXAPAKLGSA-N,CONFLICT-UNII-VS-STRUCTURE,remainder,"{""a"":""Lenomorelin"",""b"":""Lenomorelin"",""inchikey_a"":""NOFSXBXSIPSEOI-RJKLHVOGSA-N"",""inchikey_b"":""JSRSZGUKOAXAJV-MXAPAKLGSA-N"",""origin"":""suspected-nominal:lenomorelin"",""unii"":""UXG268Q86R""}"
K1:GFW2K84S4L,K2:VIUWNARVSJPVFA-UHFFFAOYSA-N,R4-SAME-NAME-DIFFERENT-SKELETON,disambiguate,"{""a"":""Apilimod"",""b"":""APILIMOD"",""normalised"":""apilimod"",""origin"":""suspected-nominal:apilimod"",""skeleton_a"":""HSKAZIJJKRAJAV"",""skeleton_b"":""VIUWNARVSJPVFA""}"
K1:355G9R500Y,K1:48N6U1781G,UNRESOLVED,remainder,"{""a"":""Phenyl Acetate"",""b"":""SODIUM PHENYLACETATE"",""gsrs_relationship"":null,""origin"":""suspected-nominal:phenylacetate""}"
K1:7389YR3OOV,K1:V4CP8RSX7V,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""SAMARIUM SM 153 LEXIDRONAM PENTASODIUM"",""b"":""Lexidronam"",""origin"":""suspected-nominal:samarium sm 153 lexidronam pentasodium"",""reason"":""SAMARIUM SM 153 LEXIDRONAM PENTASODIUM and Lexidronam differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:24H4NWX5CO,K2:NLYAJNPCOHFWQQ-UHFFFAOYSA-N,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""Kaolin"",""b"":""KAOLIN"",""origin"":""suspected-nominal:kaolin"",""reason"":""Kaolin and KAOLIN carry different metal centres (none against Al).""}"
K1:35C9R2N24F,K1:63G354M39Z,UNRESOLVED,remainder,"{""a"":""Enterobactin"",""b"":""Ferric Citrate"",""gsrs_relationship"":null,""origin"":""suspected-nominal:ferric""}"
K1:35C9R2N24F,K1:434C3EI07T,UNRESOLVED,remainder,"{""a"":""Enterobactin"",""b"":""FERRIC SODIUM CITRATE"",""gsrs_relationship"":null,""origin"":""suspected-nominal:ferric""}"
K1:35C9R2N24F,K1:3HWS7HF5XD,UNRESOLVED,remainder,"{""a"":""Enterobactin"",""b"":""FERRIC SULFATE"",""gsrs_relationship"":null,""origin"":""suspected-nominal:ferric""}"
K1:35C9R2N24F,K1:N6BAA189V1,UNRESOLVED,remainder,"{""a"":""Enterobactin"",""b"":""Ferric Phosphate"",""gsrs_relationship"":null,""origin"":""suspected-nominal:ferric""}"
K1:9842X06Q6M,K1:YJO1F9W10R,R4-SAME-NAME-DIFFERENT-SKELETON,disambiguate,"{""a"":""Betamethasone"",""b"":""Betamethasone Phosphate"",""normalised"":""betamethasone"",""origin"":""suspected-nominal:betamethasone"",""skeleton_a"":""UREBDLICKHMUKA"",""skeleton_b"":""VQODGRNSFPNSQE""}"
K1:9842X06Q6M,K1:TI05AO53L7,EXCEPTION-ESTER,keep_separate,"{""a"":""Betamethasone"",""b"":""BETAMETHASONE ACETATE"",""origin"":""suspected-nominal:betamethasone"",""reason"":""BETAMETHASONE ACETATE is a covalent ester of Betamethasone; \u00a73.2 keeps an ester on its own page.""}"
K1:4W0459ZA4V,K1:S1SDI2FJIY,R3-SAME-SKELETON,form_of,"{""a"":""Cefprozil"",""b"":""Cefprozil ANHYDROUS, (E)-"",""inchikey_a"":""WDLWHQDACQUCJR-PBFPGSCMSA-N"",""inchikey_b"":""WDLWHQDACQUCJR-ZAMMOSSLSA-N"",""note"":""Cefprozil and Cefprozil ANHYDROUS, (E)- share the connectivity skeleton WDLWHQDACQUCJR and differ in the recorded stereochemistry."",""origin"":""suspected-nominal:cefprozil"",""relation"":""stereoisomer_of"",""skeleton"":""WDLWHQDACQUCJR""}"
K1:MG976Z29OM,K1:RCS9EQ01V4,UNRESOLVED,remainder,"{""a"":""Glyceryl Phosphate"",""b"":""SODIUM GLYCEROPHOSPHATE"",""gsrs_relationship"":null,""origin"":""suspected-nominal:glycerophosphate""}"
K1:MG976Z29OM,K1:XWV9Z12C1C,R6-GSRS-SALT-UNCONFIRMED,remainder,"{""a"":""Glyceryl Phosphate"",""b"":""CALCIUM GLYCEROPHOSPHATE"",""origin"":""suspected-nominal:glycerophosphate"",""relationship"":""target_is_salt""}"
K1:411VRN1TV4,K1:RU45X2JN0Z,UNRESOLVED,remainder,"{""a"":""Nitric Acid"",""b"":""Potassium Nitrate"",""gsrs_relationship"":null,""origin"":""suspected-nominal:nitrate""}"
K1:411VRN1TV4,K1:8M4L3H2ZVZ,UNRESOLVED,remainder,"{""a"":""Nitric Acid"",""b"":""SODIUM NITRATE"",""gsrs_relationship"":null,""origin"":""suspected-nominal:nitrate""}"
K1:DE79L822UY,K1:YE20AG583K,R4-SAME-NAME-DIFFERENT-SKELETON,disambiguate,"{""a"":""XERUBORBACTAM"",""b"":""Xeruborbactam Hydroxide"",""normalised"":""xeruborbactam"",""origin"":""suspected-nominal:xeruborbactam"",""skeleton_a"":""KOHUFVUIYUCFNG"",""skeleton_b"":""RYSXSDTTWIWNFW""}"
K1:MZQ4XE15TP,K2:VNYGDSNUPVEJKI-IWBCJCCCSA-N,R4-SAME-NAME-DIFFERENT-SKELETON,disambiguate,"{""a"":""PHYTOL, (E)-"",""b"":""PHYTOL"",""normalised"":""phytol"",""origin"":""suspected-nominal:phytol"",""skeleton_a"":""BOTWFXYSPFMFNR"",""skeleton_b"":""VNYGDSNUPVEJKI""}"
K1:J7YV2RKO6Q,K1:JHU490RVYR,UNRESOLVED,remainder,"{""a"":""Dichlorprop"",""b"":""PROPIONIC ACID"",""gsrs_relationship"":null,""origin"":""suspected-nominal:propionic acid""}"
K1:578389D6D0,K1:K48IKT5321,UNRESOLVED,remainder,"{""a"":""Clove Oil"",""b"":""Clove"",""gsrs_relationship"":null,""origin"":""suspected-nominal:clove""}"
K1:33WDQ7T81E,K1:B0U42518WL,UNRESOLVED,remainder,"{""a"":""Dalbavancin Hydrochloride"",""b"":""Dalbavancin B0"",""gsrs_relationship"":null,""origin"":""suspected-nominal:dalbavancin""}"
K2:ZCXUVYAZINUVJD-GLCXRVCCSA-N,K2:ZCXUVYAZINUVJD-IVMDWMLBSA-N,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""Fludeoxyglucose (18f)"",""b"":""FLUDEOXYGLUCOSE"",""origin"":""suspected-nominal:fludeoxyglucose"",""reason"":""Fludeoxyglucose (18f) and FLUDEOXYGLUCOSE differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:7UP781YBR6,K1:TW371I5GLO,R4-SAME-NAME-DIFFERENT-SKELETON,disambiguate,"{""a"":""Salcolex Anhydrous"",""b"":""Salcolex"",""normalised"":""salcolex"",""origin"":""suspected-nominal:salcolex"",""skeleton_a"":""JFFTWGWKXDKILV"",""skeleton_b"":""GQVWFGYYMWLERN""}"
HOLD:existing:fludarabine,K1:P2K93U8740,CONFLICT-UNII-VS-STRUCTURE,remainder,"{""a"":""Fludarabine"",""b"":""Fludarabine"",""inchikey_a"":""GIUYCYHIANZCFB-FJFJXFQQSA-N"",""inchikey_b"":""HBUBKKRHXORPQB-FJFJXFQQSA-N"",""origin"":""suspected-nominal:fludarabine"",""unii"":""P2K93U8740""}"
K1:CUT2W21N7U,K1:O2GMZ0LF5W,EXCEPTION-ESTER,keep_separate,"{""a"":""Fluticasone"",""b"":""Fluticasone Propionate"",""origin"":""suspected-nominal:fluticasone"",""reason"":""Fluticasone Propionate is a covalent ester of Fluticasone; \u00a73.2 keeps an ester on its own page.""}"
K1:99S2PY5BN2,K1:RUM6K67ESG,R4-SAME-NAME-DIFFERENT-SKELETON,disambiguate,"{""a"":""TREPROSTINIL PHOSPHATE"",""b"":""Treprostinil"",""normalised"":""treprostinil"",""origin"":""suspected-nominal:treprostinil"",""skeleton_a"":""IERCXWVEMYXPMR"",""skeleton_b"":""PAJMKGZZBBTTOY""}"
HOLD:existing:anhydrous-citric-acid,K1:2968PHW8QP,CONFLICT-UNII-VS-STRUCTURE,remainder,"{""a"":""Anhydrous Citric Acid"",""b"":""Citric Acid"",""inchikey_a"":""KRKNYBCHXYNGOX-UHFFFAOYSA-N"",""inchikey_b"":""YASYEJJMZJALEJ-UHFFFAOYSA-N"",""origin"":""suspected-nominal:citric acid"",""unii"":""2968PHW8QP""}"
K1:N91BDP6H0X,K2:QWJSAWXRUVVRLH-UHFFFAOYSA-M,R4-SAME-NAME-DIFFERENT-SKELETON,disambiguate,"{""a"":""Choline"",""b"":""CHOLINE BITARTRATE"",""normalised"":""choline"",""origin"":""suspected-nominal:choline"",""skeleton_a"":""OEYIOHPDSNJKLS"",""skeleton_b"":""QWJSAWXRUVVRLH""}"
