page_a,page_b,rule,action,evidence
"COMBO:{K1:EL9943AG5J,K1:JE6H2O27P8,K2:XQSPYNMVSIKCOC-UHFFFAOYSA-N}",K1:W4HFE001U5,EXCEPTION-COMBINATION,keep_separate,"{""a"":""Efavirenz, Emtricitabine and Tenofovir Alafenamide"",""b"":""Tenofovir Anhydrous"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Efavirenz, Emtricitabine and Tenofovir Alafenamide is a combination product and Tenofovir Anhydrous is a single substance; \u00a73.7 keeps a combination record separate from its components.""}"
"COMBO:{K1:EL9943AG5J,K2:XQSPYNMVSIKCOC-UHFFFAOYSA-N}",K1:W4HFE001U5,EXCEPTION-COMBINATION,keep_separate,"{""a"":""Emtricitabine, Tenofovir Alafenamide"",""b"":""Tenofovir Anhydrous"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Emtricitabine, Tenofovir Alafenamide is a combination product and Tenofovir Anhydrous is a single substance; \u00a73.7 keeps a combination record separate from its components.""}"
K1:EL9943AG5J,K1:W4HFE001U5,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Tenofovir alafenamide"",""b"":""Tenofovir Anhydrous"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:132N09W4PR,K1:GW89581OWR,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""Ferrous Disulfide"",""b"":""Ferrous Cation"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Ferrous Disulfide and Ferrous Cation carry different metal centres (none against Fe).""}"
K1:45IUB1PX8R,K1:KOS9TZ09CM,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Monomethyl fumarate"",""b"":""Tepilamide fumarate"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:31C4KY9ESH,K1:80P1Q21652,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Nitric Oxide"",""b"":""JS-K"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:17ERJ0MKGI,K1:SPI5PBF81S,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Sacubitril"",""b"":""LBQ-657"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:DEW6X41BEK,K1:DEW6X41BEK#asmn,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Tildrakizumab"",""b"":""Tildrakizumab-Asmn"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Tildrakizumab-Asmn carries an FDA biosimilar suffix on Tildrakizumab; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:P94O9O6QM5,K1:TBV5O16GAP,R3-SAME-SKELETON,form_of,"{""a"":""(-)-HIGENAMINE"",""b"":""HIGENAMINE"",""inchikey_a"":""WZRCQWQRFZITDX-AWEZNQCLSA-N"",""inchikey_b"":""WZRCQWQRFZITDX-UHFFFAOYSA-N"",""note"":""(-)-HIGENAMINE (UNII P94O9O6QM5) is the (-)-stereoisomer of HIGENAMINE (UNII TBV5O16GAP), which is recorded without defined stereochemistry."",""origin"":""gsrs:target_is_enantiomer"",""relation"":""stereoisomer_of"",""skeleton"":""WZRCQWQRFZITDX""}"
K1:88XHZ13131,K1:95QN29S1ID,R6-GSRS-SALT-UNCONFIRMED,remainder,"{""a"":""Fumaric Acid"",""b"":""Clemastine"",""origin"":""gsrs:target_is_parent"",""relationship"":""target_is_salt""}"
K1:WHM29QA23F,K2:NLJVXZFCYKWXLH-DXTIXLATSA-N,R10-GSRS-MIXTURE,keep_separate,"{""a"":""Gramicidin s"",""b"":""Tyrothricin"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_mixture""}"
K1:09495UIM6V,K1:09495UIM6V#bkzx,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Bimekizumab"",""b"":""Bimekizumab-Bkzx"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Bimekizumab-Bkzx carries an FDA biosimilar suffix on Bimekizumab; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:8W4UOL59AZ,K1:9OQ0EAU5T3,R10-GSRS-MIXTURE,keep_separate,"{""a"":""VIRGINIAMYCIN FACTOR M1"",""b"":""Mikamycin"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_mixture""}"
K1:6E43AWY083,K1:9679TC07X4,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Iodine Povacrylex"",""b"":""Iodine"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:H0C54E9D68,K1:ITX08688JL,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Quinidine Polygalacturonate"",""b"":""Quinidine"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:DB1041CXDG,K1:DB1041CXDG#blmf,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Belantamab mafodotin"",""b"":""Belantamab Mafodotin-Blmf"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:91O4LML611,K1:Q91187K011,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""Ferric Cation"",""b"":""Tetraferric Tricitrate Decahydrate"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Ferric Cation and Tetraferric Tricitrate Decahydrate carry different metal centres (Fe against none).""}"
K1:T8B2ORP1DW,K1:T8B2ORP1DW#dgnb,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Evinacumab"",""b"":""Evinacumab-Dgnb"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Evinacumab-Dgnb carries an FDA biosimilar suffix on Evinacumab; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:8GJK87S89F,K1:RUM6K67ESG,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""TREPROSTINIL PALMITIL"",""b"":""Treprostinil"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:DLE8519RWM,K1:DLE8519RWM#ejfv,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Enfortumab vedotin"",""b"":""Enfortumab Vedotin-Ejfv"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:2F1O30GVXH,K1:9VK7V8762D,R10-GSRS-MIXTURE,keep_separate,"{""a"":""Sennoside A"",""b"":""Sennoside"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_mixture""}"
K1:9VK7V8762D,K1:F887D1637W,R10-GSRS-MIXTURE,keep_separate,"{""a"":""Sennoside"",""b"":""SENNOSIDE B"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_component""}"
K1:F887D1637W,K2:IPQVTOJGNYVQEO-LALZNDFESA-N,R3-SAME-SKELETON,form_of,"{""a"":""SENNOSIDE B"",""b"":""SENNOSIDE A,B"",""inchikey_a"":""IPQVTOJGNYVQEO-AIFLABODSA-N"",""inchikey_b"":""IPQVTOJGNYVQEO-LALZNDFESA-N"",""note"":""SENNOSIDE A,B and SENNOSIDE B share the connectivity skeleton IPQVTOJGNYVQEO and differ in the recorded stereochemistry."",""origin"":""gsrs:target_is_mixture"",""relation"":""stereoisomer_of"",""skeleton"":""IPQVTOJGNYVQEO""}"
K1:26GW6E5M72,K1:75HGV0062C,R10-GSRS-MIXTURE,keep_separate,"{""a"":""Heparin (PORCINE; 7000 MW)"",""b"":""Sulodexide"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_mixture""}"
K1:12PYH0FTU9,K1:12PYH0FTU9#irmb,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Lecanemab"",""b"":""Lecanemab-Irmb"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Lecanemab-Irmb carries an FDA biosimilar suffix on Lecanemab; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:2DI9HA706A,K1:64R56KMG1Z,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Estrone"",""b"":""OLEOYLESTRONE"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:XSZ53G39H5,K1:XSZ53G39H5#dbll,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Brolucizumab"",""b"":""Brolucizumab-Dbll"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Brolucizumab-Dbll carries an FDA biosimilar suffix on Brolucizumab; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:976X9VXC3Z,K1:976X9VXC3Z#tllv,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Telisotuzumab vedotin"",""b"":""Telisotuzumab Vedotin-Tllv"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:3KWY19L01D,K1:QVO4N8484O,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Cryptenamine Acetates"",""b"":""Cryptenamine"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:UT99UG9QJX,K1:UT99UG9QJX#xnst,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Eflapegrastim"",""b"":""Eflapegrastim-Xnst"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Eflapegrastim-Xnst carries an FDA biosimilar suffix on Eflapegrastim; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:DI3477D0PI,K1:E1UOL152H7,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""FERROUS ASCORBATE"",""b"":""Iron"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""FERROUS ASCORBATE and Iron carry different metal centres (none against Fe).""}"
"COMBO:{IK:JAZBEHYOTPTENJ-RCHUDCCISA-N,IK:OQOCQFSPEWCSDO-RCHUDCCISA-N,IK:YUFFSWGQGVEMMI-RCHUDCCISA-N}",K1:HR3EZB17BI,EXCEPTION-COMBINATION,keep_separate,"{""a"":""OMEGA-3-PENTAENOIC ACIDS"",""b"":""Heneicosapentaenoic Acid"",""origin"":""gsrs:target_is_mixture"",""reason"":""OMEGA-3-PENTAENOIC ACIDS is a combination product and Heneicosapentaenoic Acid is a single substance; \u00a73.7 keeps a combination record separate from its components.""}"
"COMBO:{IK:JAZBEHYOTPTENJ-RCHUDCCISA-N,IK:OQOCQFSPEWCSDO-RCHUDCCISA-N,IK:YUFFSWGQGVEMMI-RCHUDCCISA-N}",K1:AAN7QOV9EA,EXCEPTION-COMBINATION,keep_separate,"{""a"":""OMEGA-3-PENTAENOIC ACIDS"",""b"":""Icosapent"",""origin"":""gsrs:target_is_mixture"",""reason"":""OMEGA-3-PENTAENOIC ACIDS is a combination product and Icosapent is a single substance; \u00a73.7 keeps a combination record separate from its components.""}"
K1:2372V1TKXK,K1:2372V1TKXK#flyo,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Lanadelumab"",""b"":""Lanadelumab-Flyo"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Lanadelumab-Flyo carries an FDA biosimilar suffix on Lanadelumab; \u00a73.6 keeps each biosimilar on its own page.""}"
COMBO:NAME:influenza b virus b phuket 3073 2013 antigen,COMBO:NAME:influenza b virus b phuket 3073 2013 hemagglutinin antigen,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Influenza B Virus B/Phuket/3073/2013 Antigen"",""b"":""Influenza B Virus B/Phuket/3073/2013 Hemagglutinin Antigen"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:RRU6GY95IS,K1:VZ2M4595UZ,R10-GSRS-MIXTURE,keep_separate,"{""a"":""NIGERICIN"",""b"":""Azalomycin"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_mixture""}"
K1:5E5W122QCR,K1:K49P2K8WLX,R10-GSRS-MIXTURE,keep_separate,"{""a"":""Polisaponin"",""b"":""Diosgenin"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_component""}"
K1:3B95U4OLWV,K1:5E5W122QCR,R10-GSRS-MIXTURE,keep_separate,"{""a"":""DIOSCIN"",""b"":""Polisaponin"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_mixture""}"
K1:GN465U8B72,K1:GN465U8B72#ilto,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Nemolizumab"",""b"":""Nemolizumab-Ilto"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Nemolizumab-Ilto carries an FDA biosimilar suffix on Nemolizumab; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:TTJ03QI76T,K1:XT3Z54Z28A,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Mureletecan"",""b"":""CAMPTOTHECIN"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:YPM5662D7C,K2:MZOFCQQQCNRIBI-VMXHOPILSA-N,R10-GSRS-MIXTURE,keep_separate,"{""a"":""Plusonermin"",""b"":""TNF-ALPHA"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_component""}"
K1:AQK7UBA1LS,K1:AQK7UBA1LS#aamt,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Luspatercept"",""b"":""Luspatercept-Aamt"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Luspatercept-Aamt carries an FDA biosimilar suffix on Luspatercept; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:B7SG5YV2SI,K1:YSE9PPT4TH,R6-GSRS-SALT-UNCONFIRMED,remainder,"{""a"":""HYALURONIC ACID (NON-ANIMAL STABILIZED)"",""b"":""Sodium Hyaluronate"",""origin"":""gsrs:target_is_parent"",""relationship"":""target_is_salt""}"
K1:4TI98Z838E,K1:VQV5064VG6,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Estradiol"",""b"":""Estradiol Hemisuccinate"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:98DE7VN88D,K1:98DE7VN88D#gynx,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Mirvetuximab soravtansine"",""b"":""Mirvetuximab Soravtansine-Gynx"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:1K8M7UR6O1,K1:1N0454DEUM,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Yttrium Y-90"",""b"":""YTTRIUM Y 90 LABETUZUMAB"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:6D5766Q4OP,K1:6D5766Q4OP#rpcp,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Olipudase alfa"",""b"":""Olipudase Alfa-Rpcp"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K2:CUKWUWBLQQDQAC-VEQWQPCFSA-N,K2:CZGUSIXMZVURDU-JZXHSEFVSA-N,R4-SAME-NAME-DIFFERENT-SKELETON,disambiguate,"{""a"":""ANGIOTENSIN-II"",""b"":""Angiotensin ii"",""normalised"":""angiotensin ii"",""origin"":""gsrs:target_is_active_moiety"",""skeleton_a"":""CUKWUWBLQQDQAC"",""skeleton_b"":""CZGUSIXMZVURDU""}"
"COMBO:{K1:8ID597Z82X,K1:E524N2IXA3}",K1:E524N2IXA3,EXCEPTION-COMBINATION,keep_separate,"{""a"":""ORNITHINE OXOGLURATE"",""b"":""Ornithine"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""ORNITHINE OXOGLURATE is a combination product and Ornithine is a single substance; \u00a73.7 keeps a combination record separate from its components.""}"
K1:2M83C4R6ZB,K1:2URQ2N32W3,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""Calcium Cation"",""b"":""Calcium Lactate"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Calcium Cation and Calcium Lactate carry different metal centres (Ca against none).""}"
K1:8ID597Z82X,K1:T6V3LHY838,EXCEPTION-METAL-COMPLEX,keep_separate,"{""a"":""Alpha Ketoglutarate"",""b"":""Magnesium Cation"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Alpha Ketoglutarate and Magnesium Cation carry different metal centres (none against Mg).""}"
COMBO:NAME:technetium tc 99m pyro trimeta phosphates kit,K1:5L76I61H2B,EXCEPTION-COMBINATION,keep_separate,"{""a"":""Technetium Tc-99m Pyro/Trimeta Phosphates Kit"",""b"":""Technetium Tc-99m Pyrophosphate"",""origin"":""gsrs:target_is_mixture"",""reason"":""Technetium Tc-99m Pyro/Trimeta Phosphates Kit is a combination product and Technetium Tc-99m Pyrophosphate is a single substance; \u00a73.7 keeps a combination record separate from its components.""}"
K1:5L76I61H2B,K1:BYS4S947AR,R10-GSRS-MIXTURE,keep_separate,"{""a"":""Technetium Tc-99m Pyrophosphate"",""b"":""Technetium TC-99M PYRO/TRIMETA Phosphates Kit"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_mixture""}"
K1:0LB9J2797D,K1:1FQ2RY5YHH,R6-GSRS-SALT-UNCONFIRMED,remainder,"{""a"":""Patiromer Sorbitex Calcium"",""b"":""Patiromer"",""origin"":""gsrs:target_is_parent"",""relationship"":""target_is_parent""}"
K1:6D848RA61B,K1:6D848RA61B#ghla,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Somatrogon"",""b"":""Somatrogon-Ghla"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:5K8EAX0G53,K1:GHG2B47067,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Tramiprosate"",""b"":""Valiltramiprosate"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:638KY4573I,K1:DDA48ZH8UU,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Firibastat"",""b"":""3-AMINO-4-MERCAPTO-1-BUTANESULFONIC ACID, (3S)-"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:GR0L9S3J0F,K1:NA71GR3TNV,R3-SAME-SKELETON,form_of,"{""a"":""Racepinefrine"",""b"":""Adrenaline"",""inchikey_a"":""UCTWMZQNUQWSLP-UHFFFAOYSA-N"",""inchikey_b"":""UCTWMZQNUQWSLP-SECBINFHSA-N"",""note"":""Adrenaline carries defined stereochemistry; Racepinefrine is recorded without it."",""origin"":""gsrs:target_is_racemate"",""relation"":""stereoisomer_of"",""skeleton"":""UCTWMZQNUQWSLP""}"
K1:P0GVQ9A4S5,K1:P0GVQ9A4S5#gxly,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Dostarlimab"",""b"":""Dostarlimab-Gxly"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Dostarlimab-Gxly carries an FDA biosimilar suffix on Dostarlimab; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:I5I8VB78VT,K1:I5I8VB78VT#aooe,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Erenumab"",""b"":""Erenumab-Aooe"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Erenumab-Aooe carries an FDA biosimilar suffix on Erenumab; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:7XZ4062R17,K1:7XZ4062R17#vjbk,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Vestronidase alfa"",""b"":""Vestronidase Alfa-Vjbk"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:EO144CP0X9,K1:EO144CP0X9#ngpt,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Avalglucosidase alfa"",""b"":""Avalglucosidase Alfa-Ngpt"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:3B100VJ4ZW,K1:IC77UZI9G8,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Ingenol disoxate"",""b"":""INGENOL"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:24B102R86P,K1:X75MP78HT9,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""DEULINOLEATE ETHYL"",""b"":""Deulinoleic acid"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:DMM8663H2R,K1:T3O718IKKM,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Afabicin"",""b"":""AFN-1252"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:0A5MM307FC,K1:4Q93RCW27E,R10-GSRS-MIXTURE,keep_separate,"{""a"":""Carbomer"",""b"":""CARBOMER 940"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_component""}"
K1:0A5MM307FC,K1:Z135WT9208,R10-GSRS-MIXTURE,keep_separate,"{""a"":""Carbomer"",""b"":""Carbomer Homopolymer Type B (ALLYL Sucrose CROSSLINKED)"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_component""}"
K1:55KHL3P693,K1:55KHL3P693#gnlm,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Galcanezumab"",""b"":""Galcanezumab-Gnlm"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Galcanezumab-Gnlm carries an FDA biosimilar suffix on Galcanezumab; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:105J35OE21,K1:105J35OE21#avwa,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Aducanumab"",""b"":""Aducanumab-avwa"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Aducanumab-avwa carries an FDA biosimilar suffix on Aducanumab; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:507FY6OL37,K1:91D8378G2V,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""RODATRISTAT ETHYL"",""b"":""Rodatristat"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:7TK323DLA0,K1:7TK323DLA0#pmln,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""NOGAPENDEKIN ALFA INBAKICEPT"",""b"":""Nogapendekin alfa Inbakicept-Pmln"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:7732P08TIR,K1:T672P80L2S,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Netupitant"",""b"":""Fosnetupitant"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:4G86Y4JT3F,K1:505CXM6OHG,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""BALOXAVIR"",""b"":""Baloxavir marboxil"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:G9WJT6RD29,K1:G9WJT6RD29#twza,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Burosumab"",""b"":""Burosumab-Twza"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Burosumab-Twza carries an FDA biosimilar suffix on Burosumab; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:3A58010674,K1:3A58010674#apgf,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Pegfilgrastim"",""b"":""Pegfilgrastim-Apgf"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Pegfilgrastim-Apgf carries an FDA biosimilar suffix on Pegfilgrastim; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:3A58010674,K1:3A58010674#bmez,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Pegfilgrastim"",""b"":""Pegfilgrastim-Bmez"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Pegfilgrastim-Bmez carries an FDA biosimilar suffix on Pegfilgrastim; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:3A58010674,K1:3A58010674#cbqv,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Pegfilgrastim"",""b"":""Pegfilgrastim-Cbqv"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Pegfilgrastim-Cbqv carries an FDA biosimilar suffix on Pegfilgrastim; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:3A58010674,K1:3A58010674#fpgk,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Pegfilgrastim"",""b"":""Pegfilgrastim-Fpgk"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Pegfilgrastim-Fpgk carries an FDA biosimilar suffix on Pegfilgrastim; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:3A58010674,K1:3A58010674#jmdb,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Pegfilgrastim"",""b"":""Pegfilgrastim-Jmdb"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Pegfilgrastim-Jmdb carries an FDA biosimilar suffix on Pegfilgrastim; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:3A58010674,K1:3A58010674#pbbk,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Pegfilgrastim"",""b"":""Pegfilgrastim-Pbbk"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Pegfilgrastim-Pbbk carries an FDA biosimilar suffix on Pegfilgrastim; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:3A58010674,K1:3A58010674#pccg,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Pegfilgrastim"",""b"":""Pegfilgrastim-Pccg"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Pegfilgrastim-Pccg carries an FDA biosimilar suffix on Pegfilgrastim; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:3A58010674,K1:3A58010674#unne,EXCEPTION-BIOSIMILAR,keep_separate,"{""a"":""Pegfilgrastim"",""b"":""Pegfilgrastim-Unne"",""origin"":""gsrs:target_is_active_moiety"",""reason"":""Pegfilgrastim-Unne carries an FDA biosimilar suffix on Pegfilgrastim; \u00a73.6 keeps each biosimilar on its own page.""}"
K1:H3PX4O36U1,K1:VLL71EBS9Z,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Arlipoic Acid Choline Ester"",""b"":""Arlipoic Acid"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:8FOJ430U94#beco,K2:NAKSIOUBFDBTSW-ITMZJIMRSA-N,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Somapacitan-Beco"",""b"":""Somapacitan"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:0TNN3Q0D4D,K1:448J8E5BST,R10-GSRS-MIXTURE,keep_separate,"{""a"":""Polycyclic Aromatic Hydrocarbons"",""b"":""PHENANTHRENE"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_component""}"
K1:0TNN3Q0D4D,K1:EH46A1TLD7,R10-GSRS-MIXTURE,keep_separate,"{""a"":""Polycyclic Aromatic Hydrocarbons"",""b"":""Anthracene"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_component""}"
K1:0TNN3Q0D4D,K1:2166IN72UN,R10-GSRS-MIXTURE,keep_separate,"{""a"":""Polycyclic Aromatic Hydrocarbons"",""b"":""Naphthalene"",""origin"":""gsrs:target_is_mixture"",""relationship"":""target_is_component""}"
K1:3O5T2NJE2D,K1:X4W7ZR7023,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Methylprednisolone 21-SULEPTANIC Acid Ester"",""b"":""Methylprednisolone"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
K1:T41737F88A,K1:T41737F88A#tftv,R9-GSRS-ACTIVE-MOIETY,keep_separate,"{""a"":""Tisotumab vedotin"",""b"":""Tisotumab Vedotin-Tftv"",""origin"":""gsrs:target_is_active_moiety"",""relationship"":""target_is_active_moiety""}"
